customer_id,gender,age,contract_type,monthly_charges,total_charges,churn_status
2790,Male,27,Month-to-Month,91.46,652.38,Not Churned
2791,Female,69,Month-to-Month,62.79,3139.84,Not Churned
2792,Male,58,One Year,63.55,4330.96,Churned
2793,Female,66,One Year,81.87,3561.55,Not Churned
2794,Male,23,Month-to-Month,36.36,4320.56,Not Churned
2795,Female,57,Two Year,44.89,2554.89,Not Churned
2796,Female,31,Two Year,72.47,946.4,Churned
2797,Female,29,One Year,41.95,1406.64,Churned
2798,Female,46,Month-to-Month,87.85,4060.03,Churned
2799,Female,28,One Year,43.45,4737.92,Not Churned
2800,Male,69,Month-to-Month,90.66,2134.46,Churned
2801,Male,36,One Year,87.72,4044.43,Not Churned
2802,Male,40,Two Year,75.31,597.28,Not Churned
2803,Female,30,One Year,52.75,3519.87,Not Churned
2804,Female,40,Month-to-Month,41.45,3345.37,Churned
2805,Male,65,Month-to-Month,74.71,2991.18,Not Churned
2806,Male,40,One Year,49.97,721.3,Churned
2807,Female,35,One Year,85.29,2758.39,Not Churned
2808,Female,34,Two Year,33.74,2986.1,Churned
2809,Male,45,One Year,99.87,3340.41,Churned
2810,Female,28,One Year,78.75,2960.72,Churned
2811,Male,24,Two Year,48.56,766.92,Not Churned
2812,Male,47,Month-to-Month,50.27,2045.95,Churned
2813,Female,54,Two Year,48.84,2144.77,Not Churned
2814,Female,64,Month-to-Month,64.24,3446.2,Not Churned
2815,Male,18,One Year,61.24,4842.01,Churned
2816,Male,18,Month-to-Month,33.5,4951.17,Churned
2817,Female,30,Two Year,74.86,1873.76,Not Churned
2818,Female,20,Two Year,38.38,4677.09,Churned
2819,Male,39,One Year,39.03,3353.0,Not Churned
2820,Male,29,Two Year,52.47,656.58,Not Churned
2821,Female,41,Month-to-Month,66.55,1067.51,Churned
2822,Male,20,Two Year,42.85,2385.31,Not Churned
2823,Female,44,Two Year,75.27,2393.07,Churned
2824,Female,62,Two Year,79.45,729.16,Not Churned
2825,Male,64,Two Year,63.13,3000.27,Churned
2826,Female,55,Month-to-Month,77.37,3001.45,Churned
2827,Female,54,Month-to-Month,49.86,1833.91,Churned
2828,Female,69,Month-to-Month,40.38,1750.7,Not Churned
2829,Male,26,Two Year,82.35,1168.02,Churned
2830,Male,51,Month-to-Month,77.69,4744.57,Not Churned
2831,Female,69,Month-to-Month,84.13,3261.09,Churned
2832,Male,47,Two Year,37.62,3974.04,Not Churned
2833,Female,60,One Year,43.55,2120.42,Churned
2834,Male,28,One Year,55.58,1070.61,Churned
2835,Female,58,One Year,35.48,3514.3,Not Churned
2836,Male,56,Two Year,35.16,625.83,Not Churned
2837,Female,60,Month-to-Month,33.64,1021.57,Churned
2838,Male,67,One Year,41.69,2656.47,Churned
2839,Male,63,Two Year,54.1,2450.94,Not Churned
2840,Female,66,Two Year,92.81,2528.01,Churned
2841,Female,37,One Year,86.28,2057.16,Not Churned
2842,Male,27,Month-to-Month,63.09,2064.25,Not Churned
2843,Female,63,Two Year,71.37,1003.37,Churned
2844,Female,18,Two Year,51.49,1668.22,Churned
2845,Male,59,Two Year,85.15,621.0,Not Churned
2846,Male,45,One Year,66.65,1227.99,Churned
2847,Male,55,Two Year,74.75,2412.93,Not Churned
2848,Female,56,One Year,96.33,1228.93,Churned
2849,Male,34,One Year,65.25,1885.45,Churned
2850,Female,20,One Year,38.42,3330.32,Not Churned
2851,Male,34,Two Year,64.98,1686.36,Not Churned
2852,Male,26,Two Year,63.12,1698.55,Not Churned
2853,Male,26,Month-to-Month,62.43,3680.81,Not Churned
2854,Female,70,Month-to-Month,95.16,4816.68,Not Churned
2855,Male,56,Two Year,64.86,4810.23,Not Churned
2856,Female,23,One Year,35.59,2967.12,Churned
2857,Female,21,Month-to-Month,33.39,2276.35,Not Churned
2858,Male,29,Month-to-Month,79.94,1022.67,Not Churned
2859,Female,36,One Year,39.4,1790.23,Churned
2860,Female,67,Two Year,33.99,3844.67,Not Churned
2861,Male,26,Two Year,43.05,1992.29,Churned
2862,Male,35,One Year,49.49,4472.85,Not Churned
2863,Female,48,Two Year,74.5,1880.81,Not Churned
2864,Male,36,One Year,98.5,786.14,Not Churned
2865,Male,65,Month-to-Month,87.92,3424.15,Not Churned
2866,Female,62,One Year,83.88,786.5,Not Churned
2867,Male,31,One Year,82.99,3384.57,Churned
2868,Male,63,Two Year,49.56,4204.22,Churned
2869,Male,19,Two Year,52.79,1168.13,Churned
2870,Male,46,Month-to-Month,41.73,2291.85,Not Churned
2871,Female,63,Month-to-Month,61.72,1561.21,Churned
2872,Female,22,Two Year,30.83,1196.77,Not Churned
2873,Male,52,Month-to-Month,34.86,3009.75,Churned
2874,Male,47,Two Year,93.99,630.79,Churned
2875,Female,39,One Year,65.71,3546.62,Churned
2876,Female,47,Month-to-Month,90.31,1999.72,Churned
2877,Female,27,Two Year,90.0,1822.64,Not Churned
2878,Female,55,Month-to-Month,32.53,4238.03,Churned
2879,Female,29,Two Year,56.73,4562.76,Not Churned
2880,Male,68,One Year,61.95,4067.79,Churned
2881,Male,69,Two Year,48.23,2531.5,Churned
2882,Male,64,Month-to-Month,53.9,959.73,Churned
2883,Male,19,Month-to-Month,40.91,2060.51,Churned
2884,Female,30,Two Year,48.46,1242.26,Churned
2885,Female,46,Two Year,61.72,4290.06,Not Churned
2886,Female,37,Two Year,75.69,4446.42,Not Churned
2887,Female,45,Two Year,35.04,2449.09,Churned
2888,Male,37,Month-to-Month,94.81,1859.76,Not Churned
2889,Female,45,Month-to-Month,39.43,4521.11,Churned
2890,Female,24,Two Year,95.15,4211.44,Not Churned
2891,Male,67,Two Year,46.15,1538.89,Churned
2892,Male,54,Two Year,70.84,2348.09,Churned
2893,Male,33,One Year,79.29,2820.92,Churned
2894,Male,64,Month-to-Month,46.81,3401.53,Churned
2895,Male,39,Month-to-Month,88.49,4150.82,Not Churned
2896,Male,28,Two Year,97.85,2085.27,Churned
2897,Male,18,Month-to-Month,50.49,2273.54,Not Churned
2898,Female,26,Two Year,77.56,1318.07,Not Churned
2899,Male,63,Two Year,37.47,2859.23,Not Churned
2900,Female,47,Month-to-Month,37.2,2676.43,Churned
2901,Female,28,Two Year,99.89,4302.91,Not Churned
2902,Female,40,One Year,77.41,1427.78,Not Churned
2903,Male,66,Two Year,84.8,3911.86,Not Churned
2904,Male,65,One Year,35.22,3963.97,Churned
2905,Female,69,Two Year,68.81,3475.57,Churned
2906,Male,32,Two Year,64.2,3452.4,Churned
2907,Male,61,Month-to-Month,35.91,1769.93,Churned
2908,Male,67,One Year,80.37,1449.81,Not Churned
2909,Male,68,One Year,75.59,3272.58,Not Churned
2910,Female,57,One Year,30.53,954.3,Churned
2911,Male,68,Month-to-Month,87.19,2153.4,Not Churned
2912,Female,40,One Year,77.62,2203.08,Churned
2913,Male,41,Month-to-Month,72.61,605.45,Churned
2914,Female,26,One Year,46.1,3846.75,Not Churned
2915,Male,20,Two Year,53.53,4219.16,Not Churned
2916,Female,30,Two Year,53.42,1064.43,Churned
2917,Male,49,Two Year,39.89,3764.61,Churned
2918,Female,38,One Year,31.55,902.61,Not Churned
2919,Male,45,One Year,91.62,535.32,Not Churned
2920,Female,46,One Year,70.63,1497.13,Not Churned
2921,Male,69,One Year,49.97,4548.56,Not Churned
2922,Male,62,Two Year,63.19,3027.41,Not Churned
2923,Female,49,One Year,34.9,3629.32,Not Churned
2924,Male,42,One Year,47.4,3085.68,Not Churned
2925,Male,66,Month-to-Month,86.74,1408.85,Churned
2926,Female,40,Month-to-Month,31.17,1917.78,Not Churned
2927,Male,66,Month-to-Month,95.99,585.21,Churned
2928,Female,38,Month-to-Month,84.39,1200.25,Not Churned
2929,Male,57,Month-to-Month,75.23,2503.54,Churned
2930,Male,22,One Year,86.74,2640.85,Not Churned
2931,Female,55,One Year,94.53,3864.72,Churned
2932,Male,58,Two Year,90.87,2984.77,Churned
2933,Female,66,Month-to-Month,72.02,4018.29,Churned
2934,Male,37,Two Year,71.93,4734.54,Churned
2935,Female,62,Two Year,50.16,2939.7,Churned
2936,Female,19,Month-to-Month,93.2,4003.8,Churned
2937,Male,48,Month-to-Month,40.89,2151.14,Churned
2938,Female,34,Two Year,43.17,2925.01,Churned
2939,Female,64,One Year,57.35,3211.32,Churned
2940,Male,32,Two Year,57.05,2201.24,Not Churned
2941,Female,29,One Year,77.23,3655.5,Churned
2942,Male,50,One Year,91.63,3976.83,Not Churned
2943,Male,21,One Year,95.19,1226.81,Churned
2944,Female,52,Two Year,86.52,1854.64,Churned
2945,Female,29,One Year,77.02,3515.41,Not Churned
2946,Male,42,Two Year,88.39,2777.04,Not Churned
2947,Male,54,One Year,42.64,2512.04,Not Churned
2948,Female,29,One Year,94.64,1037.7,Churned
2949,Male,62,Month-to-Month,84.1,3709.09,Not Churned
2950,Female,46,Month-to-Month,94.81,713.77,Churned
2951,Female,20,Month-to-Month,89.82,1589.44,Not Churned
2952,Female,24,Month-to-Month,83.24,506.78,Churned
2953,Male,38,Month-to-Month,65.62,596.06,Churned
2954,Female,57,One Year,82.96,3465.13,Churned
2955,Female,38,Month-to-Month,78.31,4521.52,Not Churned
2956,Male,66,Month-to-Month,93.26,1259.02,Not Churned
2957,Female,58,Two Year,42.91,4118.23,Not Churned
2958,Male,46,One Year,62.76,3861.83,Churned
2959,Male,67,Two Year,63.54,677.86,Churned
2960,Female,40,Two Year,39.55,3288.37,Not Churned
2961,Female,59,One Year,58.58,3347.29,Not Churned
2962,Female,40,Two Year,68.07,775.78,Churned
2963,Female,46,Month-to-Month,76.89,3874.0,Not Churned
2964,Male,57,Two Year,39.8,3234.41,Churned
2965,Female,55,One Year,93.6,2436.96,Churned
2966,Male,31,One Year,51.87,2883.84,Not Churned
2967,Female,20,Two Year,61.92,3632.68,Not Churned
2968,Male,69,Month-to-Month,34.71,1747.99,Not Churned
2969,Female,65,Month-to-Month,95.51,2675.07,Not Churned
2970,Male,67,Month-to-Month,77.88,3146.07,Not Churned
2971,Male,32,One Year,69.51,4975.1,Not Churned
2972,Female,24,One Year,54.9,1258.54,Not Churned
2973,Male,25,One Year,45.53,2548.51,Churned
2974,Male,43,One Year,49.97,1865.04,Churned
2975,Male,43,One Year,43.77,2469.1,Churned
2976,Male,54,Two Year,80.75,1189.62,Not Churned
2977,Male,18,Month-to-Month,49.67,2997.43,Churned
2978,Female,35,Month-to-Month,45.04,3105.54,Churned
2979,Male,23,Month-to-Month,72.32,4813.28,Churned
2980,Male,52,One Year,59.4,2609.13,Not Churned
2981,Male,27,Month-to-Month,90.95,1275.53,Not Churned
2982,Female,61,Month-to-Month,84.52,2652.25,Not Churned
2983,Male,50,Month-to-Month,76.9,2707.68,Churned
2984,Male,50,Month-to-Month,94.36,657.79,Churned
2985,Male,21,Month-to-Month,33.86,1549.49,Not Churned
2986,Male,34,Month-to-Month,92.47,1115.01,Churned
2987,Male,68,Two Year,79.83,4433.77,Not Churned
2988,Male,61,Two Year,59.66,769.34,Not Churned
2989,Female,33,Month-to-Month,36.45,3341.89,Not Churned
2990,Female,70,Month-to-Month,71.96,2803.29,Not Churned
2991,Female,49,Two Year,56.79,4563.24,Not Churned
2992,Female,22,Two Year,63.4,2666.29,Not Churned
2993,Female,70,Two Year,84.72,1490.17,Not Churned
2994,Female,58,Two Year,76.1,1506.87,Not Churned
2995,Male,28,Two Year,72.95,4146.54,Churned
2996,Male,54,One Year,69.94,3160.29,Not Churned
2997,Male,26,One Year,79.96,2429.58,Churned
2998,Male,51,Two Year,99.87,1648.56,Not Churned
2999,Female,67,One Year,57.02,2041.7,Churned
3000,Female,49,Month-to-Month,66.54,1331.03,Churned
3001,Female,44,One Year,51.14,2088.33,Not Churned
3002,Male,68,One Year,56.42,2931.05,Churned
3003,Female,49,Month-to-Month,90.8,2019.87,Churned
3004,Female,61,Two Year,45.25,4321.24,Churned
3005,Female,23,Month-to-Month,92.74,2441.27,Not Churned
3006,Female,54,Two Year,71.03,2850.57,Not Churned
3007,Female,24,Month-to-Month,40.0,1215.19,Churned
3008,Male,55,Two Year,39.14,2981.02,Not Churned
3009,Female,26,Two Year,77.27,2937.44,Churned
3010,Female,45,One Year,96.8,610.84,Churned
3011,Male,70,Month-to-Month,84.43,997.85,Not Churned
3012,Male,25,One Year,53.43,4926.44,Churned
3013,Male,22,One Year,40.55,3008.16,Not Churned
3014,Male,41,One Year,51.24,546.8,Not Churned
3015,Female,26,Month-to-Month,91.33,4172.59,Churned
3016,Male,20,Month-to-Month,89.25,778.7,Churned
3017,Female,58,One Year,91.99,4278.49,Churned
3018,Female,69,Two Year,86.68,3360.43,Not Churned
3019,Male,51,Two Year,95.11,1368.54,Churned
3020,Female,25,Month-to-Month,35.54,1686.57,Churned
3021,Female,25,Month-to-Month,36.44,2473.29,Churned
3022,Male,42,Two Year,80.85,3971.67,Not Churned
3023,Male,68,Two Year,34.44,4112.71,Churned
3024,Female,55,One Year,97.83,1338.17,Not Churned
3025,Male,20,One Year,55.01,2773.95,Not Churned
3026,Male,61,Two Year,61.14,4892.99,Churned
3027,Female,29,Month-to-Month,36.46,1495.75,Churned
3028,Female,33,Month-to-Month,53.85,3021.4,Not Churned
3029,Female,26,Two Year,79.52,2763.59,Churned
3030,Female,27,One Year,84.07,859.81,Not Churned
3031,Male,57,One Year,50.01,652.28,Not Churned
3032,Male,27,One Year,35.9,1888.67,Churned
3033,Male,56,Month-to-Month,73.98,3249.48,Churned
3034,Female,43,Month-to-Month,96.42,2416.23,Churned
3035,Male,28,Two Year,41.79,1239.73,Not Churned
3036,Female,68,Month-to-Month,54.08,2279.44,Not Churned
3037,Male,59,Month-to-Month,55.25,4206.43,Not Churned
3038,Female,22,One Year,84.35,2243.95,Not Churned
3039,Female,51,Two Year,41.8,1291.46,Churned
3040,Female,31,Month-to-Month,66.85,1062.47,Not Churned
3041,Male,24,Month-to-Month,88.15,671.48,Not Churned
3042,Male,69,One Year,32.16,2642.97,Churned
3043,Female,59,Month-to-Month,49.19,3528.8,Not Churned
3044,Male,22,Two Year,85.48,3929.04,Not Churned
3045,Female,42,One Year,53.32,3683.92,Churned
3046,Male,26,Month-to-Month,51.33,3758.35,Churned
3047,Female,68,Month-to-Month,70.74,4898.27,Churned
3048,Male,21,Two Year,84.43,3201.87,Not Churned
3049,Male,32,Month-to-Month,58.47,2773.69,Churned
3050,Male,20,Two Year,52.74,3187.96,Not Churned
3051,Male,46,Two Year,53.56,4792.45,Not Churned
3052,Female,54,Month-to-Month,47.92,969.08,Churned
3053,Male,32,Two Year,62.73,565.62,Churned
3054,Female,20,Month-to-Month,46.39,2686.38,Not Churned
3055,Female,38,Month-to-Month,96.75,4748.93,Churned
3056,Male,50,Month-to-Month,83.37,4006.9,Churned
3057,Female,64,Two Year,85.68,3664.42,Churned
3058,Male,50,Month-to-Month,83.17,3732.63,Not Churned
3059,Male,19,Two Year,65.03,4481.53,Not Churned
3060,Male,64,Month-to-Month,31.37,4195.01,Not Churned
3061,Male,48,Two Year,32.54,4049.15,Churned
3062,Female,23,Two Year,56.1,3195.89,Not Churned
3063,Female,27,Two Year,49.12,1224.51,Churned
3064,Female,47,Two Year,51.9,3470.95,Churned
3065,Female,31,Two Year,33.85,3768.23,Churned
3066,Male,54,Month-to-Month,42.75,4042.33,Not Churned
3067,Male,43,Month-to-Month,59.82,1761.66,Not Churned
3068,Female,20,Two Year,41.06,1733.21,Churned
3069,Male,39,Month-to-Month,78.85,1785.67,Churned
3070,Male,18,Two Year,96.08,1428.21,Churned
3071,Male,53,Two Year,62.01,2572.38,Not Churned
3072,Female,60,Two Year,88.44,1680.38,Not Churned
3073,Female,33,Two Year,37.94,4972.72,Not Churned
3074,Male,69,Month-to-Month,67.44,4458.82,Churned
3075,Female,31,Two Year,82.82,1169.87,Churned
3076,Male,19,One Year,99.55,3235.68,Not Churned
3077,Female,54,One Year,46.6,937.1,Not Churned
3078,Male,33,Two Year,52.53,1237.85,Not Churned
3079,Female,38,Two Year,46.59,3863.5,Not Churned
3080,Male,64,One Year,63.43,2914.48,Not Churned
3081,Female,60,Two Year,61.05,4050.74,Churned
3082,Male,25,Month-to-Month,77.76,4332.11,Churned
3083,Male,54,Month-to-Month,53.54,2516.87,Not Churned
3084,Female,58,Two Year,81.43,4003.75,Churned
3085,Male,57,One Year,93.58,750.5,Churned
3086,Male,23,Two Year,44.49,822.21,Churned
3087,Male,42,One Year,67.83,3800.54,Not Churned
3088,Female,48,Month-to-Month,99.45,3785.98,Churned
3089,Female,31,Month-to-Month,66.72,3562.83,Not Churned
3090,Female,43,One Year,80.5,673.18,Not Churned
3091,Female,36,Month-to-Month,47.01,3433.66,Churned
3092,Female,57,One Year,86.0,1216.97,Not Churned
3093,Male,39,One Year,54.23,1245.46,Not Churned
3094,Male,48,Two Year,86.67,4201.64,Churned
3095,Male,34,Month-to-Month,77.08,4979.33,Not Churned
3096,Female,58,Month-to-Month,83.29,4420.61,Churned
3097,Female,46,Two Year,77.61,2677.72,Not Churned
3098,Female,20,One Year,62.09,4093.34,Churned
3099,Female,53,One Year,31.02,2476.62,Churned
3100,Male,70,One Year,87.03,2865.58,Churned
3101,Female,60,Two Year,54.67,2172.1,Churned
3102,Male,56,One Year,54.68,2137.95,Churned
3103,Female,39,One Year,73.17,2077.61,Not Churned
3104,Male,44,Two Year,49.55,1983.64,Churned
3105,Female,60,Month-to-Month,91.7,2745.04,Churned
3106,Female,22,Two Year,55.18,3029.69,Churned
3107,Male,65,Two Year,80.23,3998.85,Not Churned
3108,Male,30,Two Year,48.32,4125.91,Not Churned
3109,Male,57,Two Year,98.23,1782.17,Not Churned
3110,Female,20,Two Year,73.92,4312.14,Churned
3111,Female,54,Two Year,65.61,1315.54,Churned
3112,Male,42,Month-to-Month,90.18,3133.63,Not Churned
3113,Female,28,Two Year,48.37,4389.85,Not Churned
3114,Female,21,Month-to-Month,63.97,1355.37,Churned
3115,Male,34,Month-to-Month,61.2,2025.8,Churned
3116,Male,46,One Year,43.57,1099.09,Not Churned
3117,Female,61,Month-to-Month,55.11,809.66,Not Churned
3118,Male,66,Two Year,92.89,4430.68,Not Churned
3119,Female,25,Month-to-Month,35.91,2357.58,Not Churned
3120,Female,21,Month-to-Month,52.04,1468.13,Not Churned
3121,Male,28,One Year,94.68,3831.8,Churned
3122,Male,34,Month-to-Month,47.75,4844.7,Churned
3123,Male,28,Month-to-Month,37.08,957.94,Churned
3124,Male,38,Two Year,62.61,4411.46,Not Churned
3125,Male,65,Two Year,73.85,3833.42,Churned
3126,Female,70,One Year,30.76,4781.62,Churned
3127,Female,66,Month-to-Month,85.64,4313.82,Not Churned
3128,Male,43,Month-to-Month,78.97,1640.01,Not Churned
3129,Female,58,Month-to-Month,62.37,2803.8,Churned
3130,Female,39,One Year,52.07,4765.29,Not Churned
3131,Female,25,Two Year,50.27,2118.92,Not Churned
3132,Female,48,One Year,38.31,1240.61,Churned
3133,Female,51,Month-to-Month,64.72,722.23,Churned
3134,Male,44,Two Year,41.65,1024.73,Churned
3135,Male,49,Month-to-Month,85.49,3322.69,Churned
3136,Female,67,Month-to-Month,66.91,2395.33,Not Churned
3137,Female,53,Two Year,77.93,650.35,Churned
3138,Female,48,One Year,71.26,998.42,Churned
3139,Female,60,Month-to-Month,55.75,2599.55,Not Churned
3140,Female,52,One Year,85.66,3651.01,Not Churned
3141,Male,41,Two Year,79.76,1214.85,Churned
3142,Female,34,One Year,65.07,1828.35,Churned
3143,Female,43,Two Year,56.02,4234.97,Churned
3144,Male,64,Month-to-Month,80.43,1614.22,Not Churned
3145,Male,63,Month-to-Month,79.42,4256.81,Not Churned
3146,Male,62,Two Year,77.28,3720.33,Churned
3147,Male,38,Two Year,98.93,3592.49,Not Churned
3148,Male,23,One Year,40.58,2893.54,Churned
3149,Female,18,Two Year,69.27,2857.36,Churned
3150,Male,51,One Year,90.5,2771.36,Not Churned
3151,Female,48,One Year,91.88,4741.72,Not Churned
3152,Female,36,Month-to-Month,47.04,621.26,Churned
3153,Male,47,Two Year,90.08,2267.85,Churned
3154,Female,20,Two Year,55.93,3557.42,Churned
3155,Female,69,Two Year,86.92,3762.82,Churned
3156,Female,41,One Year,59.46,1584.36,Not Churned
3157,Female,41,Month-to-Month,89.23,3234.8,Not Churned
3158,Female,54,One Year,63.96,705.93,Not Churned
3159,Female,52,Two Year,41.82,1905.1,Churned
3160,Male,59,One Year,70.81,4085.13,Churned
3161,Female,21,Two Year,63.96,4468.94,Not Churned
3162,Female,70,Month-to-Month,99.3,1901.59,Churned
3163,Male,31,Two Year,68.92,2888.02,Churned
3164,Female,18,Two Year,41.84,3937.15,Churned
3165,Male,22,Month-to-Month,95.43,4526.1,Not Churned
3166,Male,29,One Year,53.62,3608.07,Churned
3167,Female,20,Month-to-Month,42.61,3499.06,Not Churned
3168,Male,34,One Year,37.07,1264.99,Churned
3169,Female,70,One Year,92.67,654.16,Churned
3170,Male,52,Month-to-Month,75.44,2344.07,Not Churned
3171,Female,18,Two Year,52.06,3482.5,Churned
3172,Female,52,One Year,87.7,2641.99,Churned
3173,Female,50,Two Year,87.53,4971.97,Churned
3174,Female,44,Two Year,95.58,1857.91,Not Churned
3175,Male,44,Month-to-Month,34.47,4881.22,Not Churned
3176,Male,28,Month-to-Month,98.89,815.35,Churned
3177,Male,44,One Year,34.65,1685.21,Not Churned
3178,Male,30,Month-to-Month,62.87,3769.64,Churned
3179,Male,64,One Year,75.16,2020.3,Not Churned
3180,Male,64,Two Year,82.19,685.8,Not Churned
3181,Male,66,Two Year,57.12,1278.14,Churned
3182,Female,20,Month-to-Month,76.27,3593.37,Not Churned
3183,Female,20,Month-to-Month,54.72,4967.07,Churned
3184,Female,34,Two Year,95.67,1322.59,Churned
3185,Male,52,Two Year,56.82,4316.03,Not Churned
3186,Male,48,Month-to-Month,79.13,1270.01,Churned
3187,Male,54,Two Year,40.48,1024.51,Not Churned
3188,Male,54,Two Year,76.85,2639.14,Not Churned
3189,Female,55,Two Year,45.22,2386.57,Not Churned
3190,Female,27,Two Year,79.79,1132.29,Not Churned
3191,Male,70,One Year,65.19,1746.46,Not Churned
3192,Female,32,One Year,66.69,3904.95,Churned
3193,Male,64,Two Year,53.51,2906.66,Not Churned
3194,Female,29,Two Year,95.6,2811.06,Not Churned
3195,Male,50,Two Year,94.66,2462.26,Churned
3196,Male,66,Month-to-Month,75.98,1331.89,Churned
3197,Male,34,One Year,36.14,3458.38,Not Churned
3198,Male,40,One Year,33.83,1398.38,Not Churned
3199,Female,36,Month-to-Month,66.35,3646.63,Not Churned
3200,Male,24,Month-to-Month,36.96,4722.8,Not Churned
3201,Female,30,One Year,67.08,1330.84,Churned
3202,Male,57,One Year,67.21,819.64,Not Churned
3203,Male,26,Two Year,86.75,2583.02,Not Churned
3204,Male,55,One Year,55.06,827.8,Churned
3205,Male,59,Month-to-Month,35.93,3052.84,Churned
3206,Female,45,Month-to-Month,81.39,2631.41,Not Churned
3207,Male,18,Two Year,56.43,1552.63,Churned
3208,Female,53,Month-to-Month,68.02,1368.73,Churned
3209,Female,38,One Year,64.99,1735.41,Churned
3210,Male,68,One Year,46.58,1671.44,Not Churned
3211,Female,63,Month-to-Month,82.61,1399.47,Not Churned
3212,Female,55,One Year,60.51,4580.21,Churned
3213,Female,21,Two Year,65.04,1863.64,Not Churned
3214,Male,41,One Year,39.8,1286.43,Not Churned
3215,Male,45,Two Year,72.17,3658.12,Not Churned
3216,Male,31,Month-to-Month,81.14,3952.95,Churned
3217,Male,47,Month-to-Month,69.79,1007.34,Not Churned
3218,Male,37,Two Year,45.0,4207.75,Churned
3219,Female,19,Month-to-Month,39.63,769.96,Churned
3220,Male,65,Two Year,95.12,3867.03,Not Churned
3221,Female,53,One Year,82.29,2776.26,Churned
3222,Male,64,Month-to-Month,35.28,1388.86,Not Churned
3223,Female,20,Two Year,31.71,2239.96,Churned
3224,Male,59,One Year,42.32,3862.65,Churned
3225,Female,50,Month-to-Month,69.56,3841.88,Not Churned
3226,Male,57,Two Year,82.36,726.9,Churned
3227,Female,65,One Year,40.59,1810.85,Churned
3228,Male,60,Two Year,76.16,3670.08,Not Churned
3229,Female,42,Two Year,35.69,3242.14,Churned
3230,Female,33,Two Year,81.45,1289.35,Not Churned
3231,Female,40,One Year,62.45,4312.48,Churned
3232,Female,40,Month-to-Month,72.09,1108.74,Not Churned
3233,Male,21,Month-to-Month,95.24,1147.33,Not Churned
3234,Female,24,One Year,46.86,3128.89,Not Churned
3235,Male,23,Month-to-Month,47.68,3128.88,Not Churned
3236,Male,68,Two Year,65.48,3254.89,Churned
3237,Male,34,Month-to-Month,60.43,3782.94,Churned
3238,Male,47,One Year,81.32,834.31,Churned
3239,Male,48,One Year,70.07,2124.63,Churned
3240,Male,63,Month-to-Month,52.84,3164.92,Not Churned
3241,Male,23,Two Year,85.22,2807.22,Not Churned
3242,Male,59,One Year,53.82,2565.51,Not Churned
3243,Female,61,Two Year,70.11,3339.52,Not Churned
3244,Male,70,Month-to-Month,69.41,1470.87,Churned
3245,Male,39,One Year,50.92,722.27,Churned
3246,Male,55,One Year,87.3,703.49,Not Churned
3247,Female,30,Month-to-Month,86.96,4056.98,Not Churned
3248,Female,35,Two Year,73.15,1901.05,Churned
3249,Female,40,One Year,51.88,3821.74,Not Churned
3250,Male,22,Month-to-Month,50.53,2681.78,Churned
3251,Female,55,Month-to-Month,61.38,2743.84,Churned
3252,Male,37,Two Year,54.88,4643.28,Churned
3253,Male,63,One Year,76.87,4153.14,Not Churned
3254,Male,63,Month-to-Month,66.19,1939.8,Not Churned
3255,Female,19,Two Year,44.99,1891.19,Churned
3256,Male,29,One Year,86.15,2653.98,Churned
3257,Female,66,One Year,65.59,1038.86,Churned
3258,Female,66,Month-to-Month,72.58,1916.16,Churned
3259,Female,46,Two Year,75.4,1985.65,Not Churned
3260,Female,29,Month-to-Month,83.42,2489.55,Churned
3261,Female,61,One Year,51.27,707.73,Not Churned
3262,Male,58,One Year,33.71,3012.45,Not Churned
3263,Female,56,One Year,52.51,1357.76,Churned
3264,Male,43,Two Year,96.19,1012.12,Not Churned
3265,Male,22,Two Year,81.02,3031.31,Churned
3266,Female,29,Two Year,48.45,3902.44,Churned
3267,Male,52,One Year,60.84,1358.38,Churned
3268,Male,52,Two Year,56.25,771.75,Not Churned
3269,Female,39,One Year,69.88,2620.75,Churned
3270,Male,21,Two Year,64.59,1090.1,Not Churned
3271,Female,55,One Year,56.93,1971.32,Not Churned
3272,Female,29,Month-to-Month,60.26,3765.83,Not Churned
3273,Male,29,One Year,51.07,3815.26,Churned
3274,Male,28,Month-to-Month,32.91,3784.74,Not Churned
3275,Male,23,Two Year,30.82,2019.17,Not Churned
3276,Male,18,Month-to-Month,97.34,1193.24,Churned
3277,Female,53,Two Year,92.03,3297.67,Churned
3278,Male,49,One Year,61.91,4996.42,Churned
3279,Male,34,Month-to-Month,76.99,1255.06,Not Churned
3280,Male,55,One Year,31.46,3901.63,Churned
3281,Female,48,Two Year,71.06,3141.0,Churned
3282,Female,19,One Year,50.49,2006.39,Not Churned
3283,Female,61,One Year,58.55,3223.03,Not Churned
3284,Male,53,Two Year,75.55,1468.97,Not Churned
3285,Male,28,Month-to-Month,71.89,3710.42,Churned
3286,Male,52,Month-to-Month,34.03,2482.65,Not Churned
3287,Female,47,Two Year,54.2,3457.78,Churned
3288,Female,50,Month-to-Month,78.78,3725.68,Not Churned
3289,Female,66,Month-to-Month,63.46,2906.84,Not Churned
3290,Female,50,One Year,67.63,4119.1,Not Churned
3291,Male,55,One Year,68.91,2804.34,Not Churned
3292,Female,40,One Year,73.21,4113.18,Not Churned
3293,Female,54,Two Year,95.44,4546.84,Not Churned
3294,Male,61,One Year,33.52,2675.17,Churned
3295,Male,61,Month-to-Month,89.11,1825.35,Not Churned
